school_year,dpi_true_id,school_name,accurate_agency_type,total_enrollment
2016-17,0000_1221,"King's Academy, Inc",SNSP,NA
2016-17,0000_1685,Lutheran Special School,MPCP,25
2016-17,0000_1685,Lutheran Special School,SNSP,12
2016-17,0000_1374,Malaika Early Learning Center,MPCP,90
2016-17,0000_1374,Malaika Early Learning Center,SNSP,NA
2016-17,0000_1770,Marquette University High School,MPCP,132
2016-17,0000_1770,Marquette University High School,SNSP,NA
2016-17,0000_1782,Martin Luther High School,MPCP,245
2016-17,0000_1782,Martin Luther High School,SNSP,8
2016-17,0000_2880,Mary Queen of Saints Catholic Academy,MPCP,37
2016-17,0000_2880,Mary Queen of Saints Catholic Academy,SNSP,NA
2016-17,0000_1606,Messmer Catholic Schools,MPCP,1642
2016-17,0000_1606,Messmer Catholic Schools,SNSP,NA
2016-17,0000_1870,Milwaukee Lutheran High School,MPCP,628
2016-17,0000_1870,Milwaukee Lutheran High School,SNSP,26
2016-17,0000_1873,Milwaukee Seventh Day Adventist School,MPCP,195
2016-17,0000_1873,Milwaukee Seventh Day Adventist School,SNSP,NA
2016-17,0000_1910,Mother of Good Counsel School,MPCP,216
2016-17,0000_1910,Mother of Good Counsel School,SNSP,NA
2016-17,0000_1930,Mount Calvary Lutheran School,MPCP,184
2016-17,0000_1930,Mount Calvary Lutheran School,SNSP,NA
2016-17,0000_1980,Mount Lebanon Lutheran School,MPCP,216
2016-17,0000_1980,Mount Lebanon Lutheran School,SNSP,NA
2016-17,0000_1990,Mount Olive Lutheran School,MPCP,137
2016-17,0000_1990,Mount Olive Lutheran School,SNSP,6
2016-17,0000_1996,Nativity Jesuit Academy,MPCP,177
2016-17,0000_1996,Nativity Jesuit Academy,SNSP,NA
2016-17,0000_1327,New Testament Christian Academy,MPCP,129
2016-17,0000_1327,New Testament Christian Academy,SNSP,NA
2016-17,0000_1575,Northwest Catholic School,MPCP,215
2016-17,0000_1575,Northwest Catholic School,SNSP,NA
2016-17,0000_2030,Northwest Lutheran School,MPCP,240
2016-17,0000_2030,Northwest Lutheran School,SNSP,3
2016-17,0000_1095,Notre Dame School of Milwaukee,MPCP,406
2016-17,0000_1095,Notre Dame School of Milwaukee,SNSP,NA
2016-17,0000_2105,Our Father's Lutheran School,MPCP,19
2016-17,0000_2105,Our Father's Lutheran School,SNSP,NA
2016-17,0000_2240,Our Lady Queen of Peace,MPCP,161
2016-17,0000_2240,Our Lady Queen of Peace,SNSP,NA
2016-17,0000_2291,Pilgrim Lutheran School - Wauwatosa,MPCP,239
2016-17,0000_2291,Pilgrim Lutheran School - Wauwatosa,SNSP,4
2016-17,0000_2300,Pius XI Catholic High School,MPCP,394
2016-17,0000_2300,Pius XI Catholic High School,SNSP,10
2016-17,0000_1205,Prince of Peace,MPCP,455
2016-17,0000_1205,Prince of Peace,SNSP,NA
2016-17,0000_1530,"Right Step, Inc.",MPCP,132
2016-17,0000_1530,"Right Step, Inc.",SNSP,NA
2016-17,0000_1351,Risen Savior Lutheran School,MPCP,232
2016-17,0000_1351,Risen Savior Lutheran School,SNSP,NA
2016-17,0000_2750,Saint Adalbert School,MPCP,470
2016-17,0000_2750,Saint Adalbert School,SNSP,NA
2016-17,0000_2800,Saint Agnes School,MPCP,72
2016-17,0000_2800,Saint Agnes School,SNSP,NA
2016-17,0000_3100,Saint Anthony School,MPCP,1931
2016-17,0000_3100,Saint Anthony School,SNSP,NA
2016-17,0000_3410,Saint Catherine School,MPCP,164
2016-17,0000_3410,Saint Catherine School,SNSP,NA
2016-17,0000_3455,Saint Charles Borromeo School,MPCP,131
2016-17,0000_3455,Saint Charles Borromeo School,SNSP,NA
2016-17,0000_3580,Saint Coletta Day School,MPCP,2
2016-17,0000_3580,Saint Coletta Day School,SNSP,22
2016-17,0000_3935,Saint Gregory the Great Parish School,MPCP,203
2016-17,0000_3935,Saint Gregory the Great Parish School,SNSP,NA
2016-17,0000_4210,Saint Joan Antida High School,MPCP,143
2016-17,0000_4210,Saint Joan Antida High School,SNSP,NA
2016-17,0000_4420,Saint John Kanty School,MPCP,189
2016-17,0000_4420,Saint John Kanty School,SNSP,NA
2016-17,0000_4460,Saint John's Lutheran School - Glendale,MPCP,33
2016-17,0000_4460,Saint John's Lutheran School - Glendale,SNSP,NA
2016-17,0000_4655,Saint John's Lutheran School - Milw,MPCP,157
2016-17,0000_4655,Saint John's Lutheran School - Milw,SNSP,NA
2016-17,0000_4950,Saint Josaphat Parish School,MPCP,235
2016-17,0000_4950,Saint Josaphat Parish School,SNSP,NA
2016-17,0000_8224,Saint Joseph Academy - Milwaukee,MPCP,443
2016-17,0000_8224,Saint Joseph Academy - Milwaukee,SNSP,NA
2016-17,0000_4980,Saint Joseph School - Wauwatosa,MPCP,22
2016-17,0000_4980,Saint Joseph School - Wauwatosa,SNSP,NA
2016-17,0000_5640,Saint Lucas Lutheran School,MPCP,115
2016-17,0000_5640,Saint Lucas Lutheran School,SNSP,NA
2016-17,0000_5710,Saint Marcus Lutheran School,MPCP,733
2016-17,0000_5710,Saint Marcus Lutheran School,SNSP,50
2016-17,0000_5720,Saint Margaret Mary School,MPCP,253
2016-17,0000_5720,Saint Margaret Mary School,SNSP,NA
2016-17,0000_2725,Saint Martin of Tours Parish School,MPCP,18
2016-17,0000_2725,Saint Martin of Tours Parish School,SNSP,NA
2016-17,0000_5830,Saint Martini Lutheran School,MPCP,251
2016-17,0000_5830,Saint Martini Lutheran School,SNSP,2
2016-17,0000_6690,Saint Matthias Parish School,MPCP,85
2016-17,0000_6690,Saint Matthias Parish School,SNSP,NA
2016-17,0000_7240,Saint Paul's Lutheran School - West Allis,MPCP,35
2016-17,0000_7240,Saint Paul's Lutheran School - West Allis,SNSP,NA
2016-17,0000_7400,Saint Peter-Immanuel Lutheran School - Milwaukee,MPCP,175
2016-17,0000_7400,Saint Peter-Immanuel Lutheran School - Milwaukee,SNSP,NA
2016-17,0000_1302,Saint Philip's Lutheran School,MPCP,136
2016-17,0000_1302,Saint Philip's Lutheran School,SNSP,NA
2016-17,0000_1200,Saint Rafael the Archangel School,MPCP,374
2016-17,0000_1200,Saint Rafael the Archangel School,SNSP,NA
2016-17,0000_7670,Saint Roman Parish School,MPCP,258
2016-17,0000_7670,Saint Roman Parish School,SNSP,NA
2016-17,0000_7720,Saint Sebastian School,MPCP,199
2016-17,0000_7720,Saint Sebastian School,SNSP,NA
2016-17,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,MPCP,123
2016-17,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,SNSP,NA
2016-17,0000_8371,Saint Thomas More High School,MPCP,245
2016-17,0000_8371,Saint Thomas More High School,SNSP,NA
2016-17,0000_3160,Saint Vincent Pallotti Catholic School,MPCP,176
2016-17,0000_3160,Saint Vincent Pallotti Catholic School,SNSP,NA
2016-17,0000_8075,Salam School,MPCP,668
2016-17,0000_8075,Salam School,SNSP,NA
2016-17,0000_8080,Salem Evangelical Lutheran School,MPCP,131
2016-17,0000_8080,Salem Evangelical Lutheran School,SNSP,NA
2016-17,0000_8190,Sharon Junior Academy,MPCP,5
2016-17,0000_8190,Sharon Junior Academy,SNSP,NA
2016-17,0000_1167,Sherman Park Lutheran School,MPCP,241
2016-17,0000_1167,Sherman Park Lutheran School,SNSP,0
2016-17,0000_1704,"Shining Star Christian Schools, Inc.",MPCP,218
2016-17,0000_1704,"Shining Star Christian Schools, Inc.",SNSP,NA
2016-17,0000_8217,Siloah Lutheran School,MPCP,184
2016-17,0000_8217,Siloah Lutheran School,SNSP,NA
2016-17,0000_1048,Tamarack Waldorf School,MPCP,222
2016-17,0000_1048,Tamarack Waldorf School,SNSP,7
2016-17,0000_1171,Texas Bufkin Christian Academy,MPCP,72
2016-17,0000_1171,Texas Bufkin Christian Academy,SNSP,NA
2016-17,0000_8379,Torah Academy of Milwaukee,MPCP,22
2016-17,0000_8379,Torah Academy of Milwaukee,SNSP,NA
2016-17,0000_1631,TransCenter for Youth,MPCP,100
2016-17,0000_1631,TransCenter for Youth,SNSP,NA
2016-17,0000_8430,Trinity Lutheran School - Mequon,MPCP,57
2016-17,0000_8430,Trinity Lutheran School - Mequon,SNSP,NA
2016-17,0000_1686,United to Serve Academy,MPCP,149
2016-17,0000_1686,United to Serve Academy,SNSP,NA
2016-17,0000_1253,Victory Christian Academy,MPCP,181
2016-17,0000_1253,Victory Christian Academy,SNSP,NA
2016-17,0000_1627,Wells Street Academy,MPCP,5
2016-17,0000_1627,Wells Street Academy,SNSP,9
2016-17,0000_8710,Wisconsin Academy,MPCP,36
2016-17,0000_8710,Wisconsin Academy,SNSP,NA
2016-17,0000_8720,Wisconsin Lutheran High School,MPCP,403
2016-17,0000_8720,Wisconsin Lutheran High School,SNSP,NA
2016-17,0000_0320,Word of Life Evangelical Lutheran School,MPCP,72
2016-17,0000_0320,Word of Life Evangelical Lutheran School,SNSP,NA
2016-17,0000_8740,Yeshiva Elementary School,MPCP,192
2016-17,0000_8740,Yeshiva Elementary School,SNSP,NA
2016-17,0000_8800,Zion Lutheran School,MPCP,29
2016-17,0000_8800,Zion Lutheran School,SNSP,NA
2017-18,0000_1652,Academy of Excellence,MPCP,803
2017-18,0000_1652,Academy of Excellence,SNSP,NA
2017-18,0000_1263,"Atlas Preparatory Academy, Inc.",MPCP,719
2017-18,0000_1263,"Atlas Preparatory Academy, Inc.",SNSP,NA
2017-18,0000_1301,Atonement Lutheran School,MPCP,308
2017-18,0000_1301,Atonement Lutheran School,SNSP,NA
2017-18,0000_0105,Badger State Baptist School,MPCP,47
2017-18,0000_0105,Badger State Baptist School,SNSP,NA
2017-18,0000_1115,Beautiful Savior Lutheran School,MPCP,3
2017-18,0000_1115,Beautiful Savior Lutheran School,SNSP,NA
2017-18,0000_1303,Believers in Christ Christian Academy,MPCP,213
2017-18,0000_1303,Believers in Christ Christian Academy,SNSP,NA
2017-18,0000_1304,Blessed Sacrament Catholic School,MPCP,174
2017-18,0000_1304,Blessed Sacrament Catholic School,SNSP,NA
2017-18,0000_1507,Blessed Savior Catholic School,MPCP,553
2017-18,0000_1507,Blessed Savior Catholic School,SNSP,NA
2017-18,0000_1558,"Calvary's Christian Academy, School of the Arts",MPCP,96
2017-18,0000_1558,"Calvary's Christian Academy, School of the Arts",SNSP,NA
2017-18,0000_1382,"Carter's Christian Academy, Inc.",MPCP,366
2017-18,0000_1382,"Carter's Christian Academy, Inc.",SNSP,NA
2017-18,0000_0309,Catholic East Elementary,MPCP,192
2017-18,0000_0309,Catholic East Elementary,SNSP,NA
2017-18,0000_1305,Christ St. Peter Lutheran School,MPCP,212
2017-18,0000_1305,Christ St. Peter Lutheran School,SNSP,0
2017-18,0000_1384,Christian Faith Academy of Higher Learning,MPCP,85
2017-18,0000_1384,Christian Faith Academy of Higher Learning,SNSP,NA
2017-18,0000_1044,Clara Mohammed School,MPCP,200
2017-18,0000_1044,Clara Mohammed School,SNSP,NA
2017-18,0000_1712,Cristo Rey Jesuit Milwaukee High School,MPCP,307
2017-18,0000_1712,Cristo Rey Jesuit Milwaukee High School,SNSP,NA
2017-18,0000_1489,Cross Trainers Academy,MPCP,284
2017-18,0000_1489,Cross Trainers Academy,SNSP,NA
2017-18,0000_1491,Destiny High School,MPCP,276
2017-18,0000_1491,Destiny High School,SNSP,NA
2017-18,0000_1702,Divine Destiny School,MPCP,143
2017-18,0000_1702,Divine Destiny School,SNSP,NA
2017-18,0000_7870,Divine Mercy School,MPCP,42
2017-18,0000_7870,Divine Mercy School,SNSP,NA
2017-18,0000_0510,Divine Savior Holy Angels High School,MPCP,94
2017-18,0000_0510,Divine Savior Holy Angels High School,SNSP,NA
2017-18,0000_0530,Dominican High School,MPCP,114
2017-18,0000_0530,Dominican High School,SNSP,NA
2017-18,0000_1158,Early View Academy of Excellence,MPCP,263
2017-18,0000_1158,Early View Academy of Excellence,SNSP,NA
2017-18,0000_1218,Eastbrook Academy,MPCP,178
2017-18,0000_1218,Eastbrook Academy,SNSP,NA
2017-18,0000_0600,Elm Grove Lutheran School,MPCP,34
2017-18,0000_0600,Elm Grove Lutheran School,SNSP,NA
2017-18,0000_0690,First Immanuel Lutheran School,MPCP,10
2017-18,0000_0690,First Immanuel Lutheran School,SNSP,NA
2017-18,0000_0740,Garden Homes Lutheran School,MPCP,252
2017-18,0000_0740,Garden Homes Lutheran School,SNSP,NA
2017-18,0000_0790,Good Shepherd's Lutheran School - West Allis,MPCP,26
2017-18,0000_0790,Good Shepherd's Lutheran School - West Allis,SNSP,NA
2017-18,0000_1088,Grace Christian Academy,MPCP,168
2017-18,0000_1088,Grace Christian Academy,SNSP,NA
2017-18,0000_0818,Grace Lutheran School - Menomonee Falls,MPCP,49
2017-18,0000_0818,Grace Lutheran School - Menomonee Falls,SNSP,NA
2017-18,0000_1165,Granville Lutheran School,MPCP,239
2017-18,0000_1165,Granville Lutheran School,SNSP,3
2017-18,0000_1345,Greater Holy Temple Christian Academy,MPCP,628
2017-18,0000_1345,Greater Holy Temple Christian Academy,SNSP,NA
2017-18,0000_0840,Hales Corners Lutheran School,MPCP,56
2017-18,0000_0840,Hales Corners Lutheran School,SNSP,NA
2017-18,0000_0848,Heritage Christian Schools,MPCP,200
2017-18,0000_0848,Heritage Christian Schools,SNSP,4
2017-18,0000_1101,Hickman Academy Preparatory School,MPCP,264
2017-18,0000_1101,Hickman Academy Preparatory School,SNSP,NA
2017-18,0000_0856,Hillel Academy,MPCP,70
2017-18,0000_0856,Hillel Academy,SNSP,NA
2017-18,0000_1180,Holy Redeemer Christian Academy,MPCP,372
2017-18,0000_1180,Holy Redeemer Christian Academy,SNSP,NA
2017-18,0000_2850,Holy Wisdom Academy,MPCP,230
2017-18,0000_2850,Holy Wisdom Academy,SNSP,NA
2017-18,0000_1408,Hope Christian High School,MPCP,271
2017-18,0000_1408,Hope Christian High School,SNSP,NA
2017-18,0000_1703,Hope Christian School: Caritas,MPCP,334
2017-18,0000_1703,Hope Christian School: Caritas,SNSP,NA
2017-18,0000_1729,Hope Christian School: Fidelis,MPCP,329
2017-18,0000_1729,Hope Christian School: Fidelis,SNSP,NA
2017-18,0000_1439,Hope Christian School: Fortis,MPCP,505
2017-18,0000_1439,Hope Christian School: Fortis,SNSP,NA
2017-18,0000_1315,Hope Christian School: Prima,MPCP,568
2017-18,0000_1315,Hope Christian School: Prima,SNSP,NA
2017-18,0000_1656,Hope Christian School: Semper,MPCP,408
2017-18,0000_1656,Hope Christian School: Semper,SNSP,NA
2017-18,0000_1568,Immanuel Lutheran School - Brookfield,MPCP,132
2017-18,0000_1568,Immanuel Lutheran School - Brookfield,SNSP,3
2017-18,0000_1527,Institute of Technology and Academics,MPCP,269
2017-18,0000_1527,Institute of Technology and Academics,SNSP,NA
2017-18,0000_1684,Jo's Learning Academy,MPCP,47
2017-18,0000_1684,Jo's Learning Academy,SNSP,NA
2017-18,0000_1630,Kettle Moraine Lutheran High School,MPCP,13
2017-18,0000_1630,Kettle Moraine Lutheran High School,SNSP,NA
2017-18,0000_1221,"King's Academy, Inc.",MPCP,199
2017-18,0000_1221,"King's Academy, Inc.",SNSP,NA
2017-18,0000_2042,Luther Preparatory School,MPCP,9
2017-18,0000_2042,Luther Preparatory School,SNSP,NA
2017-18,0000_1685,Lutheran Special School & Education Services,MPCP,26
2017-18,0000_1685,Lutheran Special School & Education Services,SNSP,14
2017-18,0000_1374,Malaika Early Learning Center,MPCP,109
2017-18,0000_1374,Malaika Early Learning Center,SNSP,NA
2017-18,0000_1770,Marquette University High School,MPCP,139
2017-18,0000_1770,Marquette University High School,SNSP,NA
2017-18,0000_1782,Martin Luther High School,MPCP,278
2017-18,0000_1782,Martin Luther High School,SNSP,8
2017-18,0000_2880,Mary Queen of Saints Catholic Academy,MPCP,46
2017-18,0000_2880,Mary Queen of Saints Catholic Academy,SNSP,NA
2017-18,0000_1606,Messmer Catholic Schools,MPCP,1619
2017-18,0000_1606,Messmer Catholic Schools,SNSP,NA
2017-18,0000_1870,Milwaukee Lutheran High School,MPCP,683
2017-18,0000_1870,Milwaukee Lutheran High School,SNSP,28
2017-18,0000_1873,Milwaukee Seventh Day Adventist School,MPCP,193
2017-18,0000_1873,Milwaukee Seventh Day Adventist School,SNSP,NA
2017-18,0000_1910,Mother of Good Counsel School,MPCP,219
2017-18,0000_1910,Mother of Good Counsel School,SNSP,NA
2017-18,0000_1930,Mount Calvary Lutheran School,MPCP,184
2017-18,0000_1930,Mount Calvary Lutheran School,SNSP,NA
2017-18,0000_1980,Mount Lebanon Lutheran School,MPCP,227
2017-18,0000_1980,Mount Lebanon Lutheran School,SNSP,NA
2017-18,0000_1990,Mount Olive Lutheran School,MPCP,143
2017-18,0000_1990,Mount Olive Lutheran School,SNSP,4
2017-18,0000_1996,Nativity Jesuit Academy,MPCP,220
2017-18,0000_1996,Nativity Jesuit Academy,SNSP,NA
2017-18,0000_1327,New Testament Christian Academy,MPCP,122
2017-18,0000_1327,New Testament Christian Academy,SNSP,NA
2017-18,0000_1575,Northwest Catholic School,MPCP,206
2017-18,0000_1575,Northwest Catholic School,SNSP,NA
2017-18,0000_2030,Northwest Lutheran School,MPCP,226
2017-18,0000_2030,Northwest Lutheran School,SNSP,4
2017-18,0000_1095,Notre Dame School of Milwaukee,MPCP,427
2017-18,0000_1095,Notre Dame School of Milwaukee,SNSP,NA
2017-18,0000_2105,Our Father's Lutheran School,MPCP,32
2017-18,0000_2105,Our Father's Lutheran School,SNSP,NA
2017-18,0000_2240,Our Lady Queen of Peace,MPCP,156
2017-18,0000_2240,Our Lady Queen of Peace,SNSP,NA
2017-18,0000_2291,Pilgrim Lutheran School - Wauwatosa,MPCP,198
2017-18,0000_2291,Pilgrim Lutheran School - Wauwatosa,SNSP,0
2017-18,0000_2300,Pius XI Catholic High School,MPCP,410
2017-18,0000_2300,Pius XI Catholic High School,SNSP,12
2017-18,0000_1205,Prince of Peace,MPCP,447
2017-18,0000_1205,Prince of Peace,SNSP,NA
2017-18,0000_1530,"Right Step, Inc.",MPCP,114
2017-18,0000_1530,"Right Step, Inc.",SNSP,NA
2017-18,0000_1351,Risen Savior Lutheran School,MPCP,219
2017-18,0000_1351,Risen Savior Lutheran School,SNSP,NA
2017-18,0000_2750,Saint Adalbert School,MPCP,438
2017-18,0000_2750,Saint Adalbert School,SNSP,NA
2017-18,0000_2800,Saint Agnes School,MPCP,81
2017-18,0000_2800,Saint Agnes School,SNSP,NA
2017-18,0000_3100,Saint Anthony School - Milwaukee,MPCP,1748
2017-18,0000_3100,Saint Anthony School - Milwaukee,SNSP,NA
2017-18,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,MPCP,593
2017-18,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,SNSP,NA
2017-18,0000_3410,Saint Catherine School,MPCP,173
2017-18,0000_3410,Saint Catherine School,SNSP,NA
2017-18,0000_3455,Saint Charles Borromeo Catholic School,MPCP,117
2017-18,0000_3455,Saint Charles Borromeo Catholic School,SNSP,NA
2017-18,0000_3580,Saint Coletta Day School,MPCP,1
2017-18,0000_3580,Saint Coletta Day School,SNSP,25
2017-18,0000_3935,Saint Gregory the Great Parish School,MPCP,204
2017-18,0000_3935,Saint Gregory the Great Parish School,SNSP,NA
2017-18,0000_4210,Saint Joan Antida High School,MPCP,138
2017-18,0000_4210,Saint Joan Antida High School,SNSP,NA
2017-18,0000_4420,Saint John Kanty School,MPCP,162
2017-18,0000_4420,Saint John Kanty School,SNSP,NA
2017-18,0000_4560,Saint John the Evangelist - Greenfield,MPCP,13
2017-18,0000_4560,Saint John the Evangelist - Greenfield,SNSP,NA
2017-18,0000_4460,Saint John's Lutheran School - Glendale,MPCP,29
2017-18,0000_4460,Saint John's Lutheran School - Glendale,SNSP,NA
2017-18,0000_4655,Saint John's Lutheran School - Milwaukee,MPCP,181
2017-18,0000_4655,Saint John's Lutheran School - Milwaukee,SNSP,NA
2017-18,0000_4950,Saint Josaphat Parish School,MPCP,223
2017-18,0000_4950,Saint Josaphat Parish School,SNSP,NA
2017-18,0000_8224,Saint Joseph Academy - Milwaukee,MPCP,452
2017-18,0000_8224,Saint Joseph Academy - Milwaukee,SNSP,NA
2017-18,0000_4980,Saint Joseph School - Wauwatosa,MPCP,23
2017-18,0000_4980,Saint Joseph School - Wauwatosa,SNSP,NA
2017-18,0000_5640,Saint Lucas Lutheran School,MPCP,115
2017-18,0000_5640,Saint Lucas Lutheran School,SNSP,NA
2017-18,0000_5710,Saint Marcus Lutheran School,MPCP,746
2017-18,0000_5710,Saint Marcus Lutheran School,SNSP,68
2017-18,0000_5720,Saint Margaret Mary School,MPCP,221
2017-18,0000_5720,Saint Margaret Mary School,SNSP,NA
2017-18,0000_2725,Saint Martin of Tours Parish School,MPCP,6
